HEAD	PHRASE	FREQ
elements	the <W> elements	36
<M>	most other young <M>	36
conduct	the conduct of his <M>	36
member	a <M> member	36
member	a <M> member of the family	36
<M>	<M> in the time	36
<M>	the same two <M>	36
<M>	the savage <M>	36
class	a superior class of <M>	36
<W>	the <W> of this nation	36
<M>	<M> viewed	36
<W>	the <W> of the poor	36
<M>	the wooden <M>	36
<M>	the <M> on the train	36
<M>	most <M> of my age	36
<M>	the water <M>	36
<W>	<W> in her position	36
matter	the matter of <M>	36
<M>	both <M> and gods	36
<M>	<M> in the place	36
plant	a <W> plant	36
<M>	<M> with tails	36
predominance	the predominance of <W>	36
<M>	every four <M>	36
<W>	eight <W> and children	36
<M>	<M> of sympathies	36
<W>	the <W> got	36
<M>	all other young <M>	36
mass	the vast mass of <M>	36
<M>	thirty <M> each	36
inhabitants	its <M> inhabitants	36
<M>	all <M> in general	36
war	a war of <M>	36
<M>	220 <M>	36
<M>	<M> never heard	36
<W>	the <W> of fashion	36
<W>	<W> in academe	36
passengers	all the <M> passengers	36
evaluation	the evaluation of <W>	36
shape	the shape of <W>	36
<M>	several <M> whose	36
<M>	several distinguished <M>	36
<M>	several good <M>	36
company	one company of <M>	36
violation	the violation of <W>	36
<M>	the <M> on the veranda	36
<M>	<M> of the powers	36
<M>	the sporting <M>	36
<W>	<W> performed	36
essence	a <M> sexual essence	36
man	no man or <M>	36
intelligence	the intelligence of the <M>	36
<W>	<W> as priests	36
<W>	<W> aspire	36
organs	the <W> sex organs	36
prejudice	prejudice against <W>	36
<M>	the chief <M> of the town	36
<M>	<M> as a class	36
entry	the entry of <W>	36
envy	the envy of the <W>	36
<W>	<W> or groups	36
<W>	<W> wrote	36
<W>	the <W> of her family	36
races	certain races of <M>	36
<M>	<M> in chains	36
<M>	the wise <M> of the world	36
<M>	<M> on each side	36
votes	the votes of the <M>	36
passions	the bad passions of <M>	36
number	an immense number of <M>	36
<M>	<M> with horses	36
voices	the voices of these <W>	36
<M>	the two <M> on either side	36
<M>	the <M> were looking	36
<M>	the <M> were seeking	36
types	various types of <M>	36
<M>	two <M> on base	36
description	the description of the <M>	36
descendants	descendants of <M>	36
<M>	other <M> of learning	36
<M>	<M> to settle	35
<W>	<W> in unions	35
<M>	<M> of any class	35
<M>	other <M> of note	35
kind	such kind of <M>	35
relationships	sexual relationships between <M>	35
<M>	the <M> of all nations	35
<M>	the <M> of arms	35
<M>	each two <M>	35
kingdom	the kingdom of god among <M>	35
<M>	<M> were supposed	35
devotion	the devotion of <M>	35
muscles	the muscles of <M>	35
<M>	all the younger <M>	35
<W>	postmenopausal <W> receiving	35
honor	honor of the <M>	35
<M>	the lancashire <M>	35
<M>	the later <M>	35
<M>	<M> with injuries	35
heirs	his <M> heirs	35
<W>	<W> pushing	35
<W>	<W> own	35
<M>	<M> of the profession	35
tree	the <W> tree	35
relations	her relations with <M>	35
<W>	<W> in corrections	35
<M>	<M> of extraction	35
<W>	<W> in china 's century	35
<M>	<M> informed	35
<M>	<M> had not been	35
<M>	<M> had not	35
attitudes	attitudes of <W>	35
prominence	the prominence of <W>	35
<M>	his thirty <M>	35
<W>	<W> as property	35
<M>	wise <M> and scribes	35
<M>	the chief <M> of the state	35
relations	his relations to <W>	35
college	a <W> college	35
<W>	<W> on the street	35
path	the path of <M>	35
<M>	<M> as breadwinners	35
<M>	<M> and cent	35
<M>	the nautilus 's <M>	35
college	the <W> 's college	35
<M>	<M> pride	35
<M>	the <M> of zanah	35
<W>	the <W> of marblehead	35
<W>	the <W> of my family	35
<M>	<M> on occasions	35
<W>	the <W> in france	35
place	a place among <M>	35
<M>	the solid <M>	35
succession	the succession of <M>	35
<M>	the white <M> were	35
end	the end of these <M>	35
result	the result of <M>	35
subjects	the <M> subjects	35
<W>	the <W> in the camp	35
treatment	treatment in <W>	35
something	something of the <M>	35
<M>	the <M> of this regiment	35
authority	the authority of the <M>	35
attributes	the attributes of <M>	35
<M>	the <M> inhabit	35
<W>	250 <W>	35
match	no match for the <M>	35
<M>	both those <M>	35
view	the view of all <M>	35
<M>	the handsome <M>	35
insect	the <M> insect	35
inmate	a <W> inmate	35
number	the increasing number of <M>	35
<M>	<M> my age	35
clients	his <W> clients	35
lovers	lovers of <M>	35
<W>	the <W> of the time	35
race	another race of <M>	35
execution	the execution of these <M>	35
<M>	<M> of feet	35
mass	a critical mass of <W>	35
<M>	<M> unfitted	35
spectacle	the spectacle of <W>	35
competition	the competition of <M>	35
<M>	the bravest <M> in the world	35
<M>	<M> of every nation	35
class	the better class of <W>	35
<M>	the commercial <M>	35
<M>	all <M> have known	35
<W>	<W> being treated	35
<W>	<W> with skills	35
promotion	promotion of <W>	35
side	her <M> side	35
<W>	<W> of the streets	35
conclusions	the conclusions of <M>	35
<M>	<M> could see	35
pictures	pictures of the <M>	35
confidence	confidence of <M>	35
<W>	the <W> discussed	35
version	the <W> version	35
loss	the loss of these <M>	35
<M>	many sensible <M>	35
<M>	the <M> in office	35
<M>	few good <M>	35
<M>	few such <M>	35
<M>	few <M> in the world	35
infant	the <W> infant	35
inequalities	inequalities between <M>	35
<M>	the <M> of the right	35
vagina	the <W> vagina	35
<M>	some <M> of ability	35
<M>	a <M> to ratio	35
experience	his experience with <W>	35
<M>	young <M> and old	35
<M>	<M> of my class	35
<M>	how <M>	35
<M>	the boston <M>	35
<M>	the brave <M> fell	35
<M>	the <M> possessed	35
<M>	<M> trapped	35
<M>	<M> of occupations	35
<M>	these earnest <M>	35
<M>	the <M> at the office	35
pravastatin	pravastatin in <M>	35
band	a large band of <M>	35
<W>	<W> saw	35
<M>	<M> near	35
eye	a <W> eye	35
<M>	many literary <M>	35
eyes	the eyes of our <M>	35
partnership	partnership with <M>	35
consciousness	the consciousness of <W>	35
consequences	the consequences for <W>	35
eldest	the eldest of the <M>	35
rate	the <W> employment rate	35
children	her <W> children	35
studies	studies on <W>	35
child	the first <M> child born	35
<M>	all <M> wish	35
intelligence	the intelligence of <W>	35
<W>	<W> with resources	35
<W>	<W> with migraine	35
<W>	<W> with money	35
<W>	<W> with neoplasia	35
<M>	the <M> at table	35
<M>	<M> like lee	35
<M>	two <M> and guns	35
writings	writings by <W>	35
<M>	those <M> like	35
<M>	<M> in the uniform	35
<W>	<W> sharing	35
<M>	some wicked <M>	35
<M>	<M> and youth	35
<W>	<W> have died	35
<W>	<W> had given	35
<M>	<M> to keep	35
<M>	<M> asked	35
<M>	my old <M>	35
account	account of <W>	35
<M>	<M> oppressed	35
identities	their <M> identities	35
half	nearly half of the <W>	35
hall	the <W> 's hall	35
<M>	<M> take up	35
<M>	<M> employ	35
charm	the charm of <W>	35
<W>	the best <W> know	35
operations	the operations of <M>	35
imagination	the <M> imagination	35
duty	their duty like <M>	35
<W>	the <W> <W>	35
<M>	the <M> saying	35
<M>	<M> in the form	35
<M>	<M> and vessels	35
fate	the common fate of <M>	35
quartet	a <M> quartet	35
<M>	<M> and treasure	35
<M>	the two tall <M>	35
<W>	<W> in policing	35
conversations	the conversations of <M>	35
convictions	the convictions of <M>	35
<W>	<W> and femininity	35
army	a vast army of <M>	35
<W>	<W> to give	35
line	line of <M>	35
life	the spiritual life of <M>	35
life	the social life of <M>	35
<M>	<M> identify	35
<W>	<W> trust	35
<M>	<M> were destined	35
<M>	<M> keeping	35
<W>	<W> of note	35
<M>	the best <M> of his time	35
reign	a <W> reign	35
<W>	such a <W>	35
drafts	drafts of <M>	35
being	a <W> being	35
quarrel	the quarrel between the <M>	35
<M>	<M> of his day	35
cause	the cause of <W> 's education	35
students	their <W> students	35
<M>	two <M> belonging	35
ordination	ordination of <W>	35
hands	the hands of our <M>	35
<M>	the <M> failed	35
<M>	the <M> fail	35
<W>	<W> to perform	35
letters	letters to <M>	35
<M>	<M> over	35
bind	which bind <M>	35
involvement	the involvement of <M>	35
<M>	all <M> without distinction	35
<M>	such <M> as newton	35
work	the same work as <M>	35
case	case of <M>	35
<M>	<M> will take	35
<M>	in <M>	35
<W>	<W> with opportunities	35
generation	the younger generation of <W>	35
generation	any generation of <M>	35
<M>	the <M> meant	35
<M>	the battery <M>	35
<M>	the <M> seized	35
counterpart	a <M> counterpart	35
<M>	<M> teach	35
<M>	four enlisted <M>	35
<M>	four dead <M>	35
hut	the <M> 's hut	35
leaders	these <W> leaders	35
<M>	the elizabethan <M>	35
<M>	<M> with disorder	35
<M>	<M> of caste	35
shoulders	the shoulders of the <W>	35
mistreatment	mistreatment of <W>	35
nostrils	the nostrils of all <M>	35
minister	a <W> minister	35
hearts	other <M> 's hearts	35
throats	the throats of the <M>	35
appointment	the appointment of <W>	35
spirits	spirits and <M>	35
<W>	<W> trapped	35
care	health care for <W>	35
<W>	<W> and the movement	35
<M>	<M> in lines	35
<M>	<M> can talk	35
<M>	<M> at the day	35
<M>	<M> at the front	35
distinctions	distinctions between <M>	35
crew	a crew of a <M>	35
cover	cover of his <M>	35
<M>	all the <M> around him	35
<M>	the asian <M>	35
<M>	the <M> approached	35
<W>	<W> expect	35
<M>	<M> marked	35
<M>	young <M> looking	35
<W>	<W> for the part	35
will	the will of the <M>	35
<M>	<M> forming	35
<M>	<M> fresh	35
<M>	the <M> approaching	35
<M>	the average american <M>	35
<M>	the two armed <M>	35
criminality	the criminality of <W>	35
creeds	the creeds of <M>	35
height	the average height of the <M>	35
pride	her <W> pride	35
<M>	<M> with limbs	35
<W>	the real <W>	35
spite	spite of <M>	35
<M>	all enlightened <M>	35
<M>	all <M> of rank	35
opportunities	career opportunities for <W>	35
<M>	any ten <M>	35
%	about % of <M> and %	35
scorn	scorn of <M>	35
<M>	<M> to oppose	35
<W>	no such <W>	35
<M>	<M> in offices	35
fleet	a fleet of <M>	35
candidate	a <M> candidate	35
capabilities	the capabilities of <W>	35
struggle	the struggle between the <M>	35
<W>	this young <W>	35
<W>	these pious <W>	35
<W>	<W> with breast	35
<W>	<W> with a diagnosis	35
<M>	the <M> and lads	35
percent	15 percent of <W>	35
percent	1 percent of <W>	35
direction	the direction of <W>	35
shoulders	other <M> 's shoulders	35
gap	the gap between <W>	35
part	part of the <W> 's movement	35
<W>	<W> exposed	35
<M>	the farm <M>	35
<M>	the <M> under them	35
moths	the <M> moths	35
reports	the reports of <M>	35
<W>	<W> and law	35
<M>	<M> of ranks	35
<M>	the labor <M>	35
<M>	<M> have reached	35
<M>	<M> of the city	35
force	a british force of <M>	35
brutes	brutes and <M>	35
<M>	<M> for duty	35
boys	the boys and <W>	35
<W>	both <W> and nature	35
<M>	<M> attempted	35
<M>	the two <M> being	35
<M>	the <M> under their command	35
body	a remarkable body of <M>	35
<W>	<W> can be	35
jealousy	the jealousy of <M>	35
<W>	the two <W> whose	35
psychology	<W> 's psychology and girls ' development	35
bravest	bravest of <M>	35
lads	lads and <M>	35
help	the help of these <M>	35
advantage	an advantage over <M>	35
<M>	<M> break	35
death	the death of the <W>	35
<M>	once <M>	35
percent	36 percent <M>	35
right	<W> 's right to work	35
<W>	<W> like ourselves	35
<W>	<W> lacking	35
percent	40 percent of <M>	35
<M>	the fast <M>	35
wing	the <W> 's wing	35
book	a book for <M>	35
<M>	the <M> administer	35
<M>	<M> of the company	35
<W>	<W> connected	35
homes	homes of <M>	35
descendants	the descendants of those <M>	35
oppression	the oppression of <M>	35
hope	the hope of <M>	35
agent	the <M> agent	35
<M>	the <M> of 1776	35
<W>	<W> complain	35
body	any large body of <M>	35
body	his <M> body	35
body	every body of <M>	35
service	the service of his <M>	35
bomber	a <W> suicide bomber	35
<M>	the <M> affected	35
<M>	these proud <M>	35
<M>	these practical <M>	35
demon	a <W> demon	35
<M>	other illustrious <M>	35
<M>	the <M> were making	35
<M>	<M> to speak	35
<M>	all the <M> have seen	35
<M>	<M> of trades	35
<M>	all the <M> of the east	35
<M>	grave <M> there	35
needs	needs of <M>	34
<M>	two <M> than	34
nature	a <M> nature	34
<W>	all <W> of childbearing	34
<W>	a respectable <W>	34
<M>	his faithful <M>	34
guard	the guard of <M>	34
sound	the sound of <W>	34
denigration	the denigration of <W>	34
<M>	the two <M> behind him	34
woman	the <W> woman	34
<M>	other strong <M>	34
swarm	the swarm of <M>	34
<M>	<M> blind	34
<M>	the two <M> offered	34
despair	the despair of <M>	34
<W>	pregnant <W> smoke	34
requirements	the requirements of <M>	34
thoughts	<M> 's thoughts and feelings	34
<M>	his <M> in array	34
attitude	his attitude towards <W>	34
groups	other groups of <W>	34
<M>	the <M> told	34
development	development of <W>	34
deeds	the evil deeds of <M>	34
percent	one percent of <W>	34
<M>	our <M> being	34
<M>	the <M> visit	34
<M>	two <M> in coats	34
<W>	a helpless <W>	34
<M>	the <M> driving	34
<M>	<M> surrounded	34
<M>	the <M> cast	34
hands	the hands of these <W>	34
<M>	<M> or not	34
<M>	<M> in our situation	34
<M>	one white <M>	34
death	the common death of all <M>	34
dearest	the dearest of <M>	34
deaths	the deaths of these <M>	34
nobles	nobles and <M>	34
<M>	<M> from the power	34
baby	a <M> baby	34
<W>	<W> with voices	34
<M>	the normal <M>	34
<M>	all <M> have seen	34
group	his group of <M>	34
<W>	<W> are involved	34
<M>	the advanced <M>	34
<M>	the <M> surround	34
deal	a great deal about <W>	34
<M>	<M> of all opinions	34
ships	five ships and <M>	34
perceptions	the perceptions of <W>	34
%	about % of the <W>	34
<M>	the <M> fled	34
<M>	the old <M> and the warriors	34
<M>	the <M> at the rear	34
beasts	beasts than <M>	34
<W>	<W> available	34
<M>	<M> in lands	34
minority	a small minority of <M>	34
<M>	the <M> studied	34
percentage	a large percentage of <W>	34
percentage	percentage of <M>	34
day	a day for <M>	34
percent	33 percent <M>	34
model	a <W> model	34
<W>	most <W> of her class	34
<M>	<M> can afford	34
disposal	the disposal of <M>	34
<M>	the <M> smoking	34
<M>	the <M> firing	34
health	the health of the <W>	34
apostles	the apostles and <M>	34
status	the status of the <W>	34
<M>	the <M> at a distance	34
goat	a <M> goat	34
heart	the heart of all <M>	34
order	the order of <W>	34
hearts	all the hearts of <M>	34
<M>	the <M> gather	34
beware	beware of <M>	34
<M>	these <M> of science	34
<W>	<W> break	34
<M>	the <M> from the mines	34
sort	any sort of <M>	34
<M>	<M> of the town	34
trouble	trouble with the <M>	34
<M>	<M> in the force	34
<M>	<M> of callings	34
<M>	better <M> than he	34
<M>	two <M> at a time	34
rate	the rate of <W>	34
<M>	the <M> raped	34
<M>	the <M> pulling	34
creature	a <W> creature	34
<M>	the best <M> on earth	34
apostle	a <W> apostle	34
<W>	<W> and science	34
girls	some girls and <W>	34
<M>	<M> and faces	34
girls	other girls and <W>	34
<M>	all <M> from the beginning	34
corruption	the corruption of <M>	34
court	a court of <M>	34
court	the <W> 's court	34
<M>	no old <M>	34
<M>	the two medical <M>	34
<M>	<M> in the movement	34
<M>	<M> of the states	34
<M>	we two <M>	34
<M>	the <M> guided	34
<M>	the leading <M> of the state	34
boat	the boat and the <M>	34
worker	the <M> worker	34
<M>	the <M> had been wounded	34
amusement	the amusement of <M>	34
<M>	the <M> painted	34
<W>	the <W> fought	34
number	a fair number of <M>	34
members	<W> members of the family	34
supervision	the supervision of <M>	34
dormitory	the <W> 's dormitory	34
cooperation	the cooperation of <M>	34
<W>	<W> with careers	34
<W>	<W> with bv	34
<M>	<M> and horse	34
honesty	the honesty of <M>	34
voice	a gruff <M> voice	34
<M>	<M> of pursuits	34
<M>	both <M> and patients	34
<M>	<M> to handle	34
<M>	<M> of a mind	34
<W>	<W> of lives	34
dress	the <M> 's dress	34
<M>	neither <M> nor animals	34
<M>	<M> greater	34
bodies	the bodies of these <M>	34
advent	the advent of <M>	34
whites	whites and <M>	34
<W>	the <W> in attendance	34
<M>	<M> of course	34
<M>	the <M> on them	34
mass	a dense mass of <M>	34
<W>	<W> and jews	34
<M>	the <M> had trained	34
hundreds	hundreds of these <M>	34
servicemen	our servicemen and <W>	34
<W>	<W> claimed	34
trial	the trial of <M>	34
manners	the manners of the <M>	34
number	an unusual number of <M>	34
<M>	while <M>	34
husbands	the husbands of the <W>	34
opinions	the opinions of <W>	34
<W>	<W> and artists	34
<M>	<M> little	34
<M>	the picked <M>	34
<M>	the peace <M>	34
<M>	<M> and methods	34
activists	the <W> activists	34
ideas	ideas about <W>	34
<M>	the <M> in ambush	34
voices	the shrill voices of <W>	34
ignorance	the ignorance of the <M>	34
maker	the maker of <M>	34
majority	the vast majority of the <W>	34
treatment	treatment for <W>	34
<W>	the <W> keep	34
<M>	<M> in the process	34
<M>	the <M> able	34
position	the position of <W> in society	34
<W>	<W> continued	34
sin	the sin of the <M>	34
<M>	<M> with cpps	34
<M>	certain <M> whose	34
<M>	<M> in the south	34
magazine	a magazine for <W>	34
<M>	all my young <M>	34
<M>	<M> of the pen	34
<W>	the <W> of her day	34
<M>	the <M> of wit	34
<M>	<M> in boots	34
<W>	<W> in professions	34
impulses	the impulses of <M>	34
breast	a <W> breast	34
<M>	<M> and oxen	34
income	income for <W>	34
concerns	other <M> 's concerns	34
race	a noble race of <M>	34
sacrifices	sacrifices of <M>	34
love	his love of <W>	34
number	the number of <W> in the workforce	34
<M>	240 <M>	34
<M>	<M> contending	34
<M>	about <M> of all arms	34
<M>	<M> of disposition	34
<M>	the valiant <M>	34
<M>	<M> waited	34
<M>	the <M> of the sword	34
<M>	the <M> of the squad	34
<M>	the <M> of the squadron	34
<M>	three strange <M>	34
conditions	working conditions for <W>	34
confidence	the confidence of <W>	34
<W>	80 <W>	34
parishioners	his <W> parishioners	34
<M>	<M> of kent	34
<W>	<W> did not	34
brains	the brains of <W>	34
inclusion	the inclusion of <M>	34
independence	the economic independence of <W>	34
<W>	the career <W>	34
<W>	it <W>	34
lookout	the lookout for <M>	34
<W>	<W> of the elite	34
ability	the ability of <M>	34
<M>	ten <M> were	34
<M>	<M> and sex	34
food	food and <W>	34
food	food for his <M>	34
<M>	the poorest <M>	34
camels	camels and <M>	34
<M>	<M> and slaves	34
flower	a <W> flower	34
<W>	<W> eligible	34
<M>	ten good <M>	34
<M>	<M> among <M>	34
officers	these officers and <M>	34
inequality	inequality between <M>	34
<M>	<M> of souls	34
<M>	most <M> in his position	34
employees	their <W> employees	34
<M>	about <M> with him	34
team	the <M> 's basketball team	34
end	the end of all <M>	34
<W>	<W> in congress	34
voice	a sweet <W> voice	34
<M>	three dead <M>	34
<M>	three <M> whose	34
program	the <W> 's program	34
<M>	few <M> have	34
inmate	a <M> inmate	34
care	the care of the <M>	34
<W>	<W> under patriarchy	34
testosterone	testosterone in <M>	34
enthusiasm	the enthusiasm of <M>	34
<W>	the cottage <W>	34
list	the long list of <M>	34
<M>	4,500 <M>	34
<M>	the wise <M> and the sorcerers	34
comparison	a comparison of <M>	34
<M>	the starving <M>	34
<W>	her other <W>	34
<M>	450,000 <M>	34
secrets	the secrets of <M> 's hearts	34
<W>	the dressed <W>	34
<M>	the <M> of the companies	34
<M>	the <M> of the detachment	34
companies	three companies of <M>	34
<M>	<M> crowded	34
<W>	<W> failed	34
instances	the instances of <M>	34
officers	the <M> officers	34
<M>	the <M> in the circle	34
<M>	such <M> as drs	34
responses	the responses of <M>	34
legs	the <M> 's legs	34
<W>	the hindoo <W>	34
legion	a legion of <M>	34
level	a level with <M>	34
companion	her <W> companion	34
<M>	the six young <M>	34
colony	a colony of <M>	34
progress	the progress of <M>	34
<M>	<M> had not seen	34
officers	other officers and <M>	34
<M>	all <M> upon earth	34
<M>	such <M> are	34
students	my <W> students	34
population	the <W> prison population	34
<M>	<M> expect	34
<W>	<W> recovering	34
<W>	<W> in careers	34
<M>	<M> deserving	34
<M>	a dozen dead <M>	34
field	the field of <W>	34
cat	a <M> cat	34
casques	the casques of <M>	34
<W>	<W> had used	34
fear	fear of <W>	34
<M>	the great <M> of france	34
<M>	the returning <M>	34
intercourse	our intercourse with <M>	34
<M>	the famished <M>	34
observer	a close observer of <M>	34
<M>	the <M> of might	34
<M>	<M> have tried	34
<M>	<M> to become	34
<M>	<M> on the battlefield	34
<M>	<M> of the families	34
evaluation	the evaluation of <M>	34
<W>	two dressed <W>	34
<W>	<W> have been diagnosed	34
farmer	the farmer and his <M>	34
fathers	the fathers of the <M>	34
<M>	<M> enjoying	34
wages	wages of <W>	34
<M>	the <M> of greece	34
<W>	the two <W> seated	34
<M>	<M> have not been	34
<W>	the ugly <W>	34
labour	the labour of the <M>	34
<M>	those unhappy <M>	34
<W>	the ten <W>	34
<M>	<M> deprived	34
<M>	<M> hardened	34
sobs	the sobs of <W>	34
officers	both the officers and <M>	34
<M>	the rich <M> of the city	34
cheeks	the cheeks of <M>	34
faith	the faith of the <M>	34
<W>	<W> have done	34
<M>	the <M> lose	34
<W>	<W> have used	34
<W>	<W> have never had	34
<M>	some <M> and boys	34
knowledge	the knowledge of <W>	34
<M>	<M> abandoned	34
proportion	proportion to the <M>	34
partners	partners of <M>	34
factors	cardiovascular risk factors in <W>	34
<M>	many hundred <M>	34
<M>	a <M> dominated	34
<M>	<M> each	34
child	one <M> child	34
<W>	<W> set	34
<W>	the word <W>	34
party	one party of <M>	34
citizens	good citizens and <M>	34
<M>	a big <M>	34
<W>	the wrong <W>	34
<M>	those terrible <M>	34
selection	the selection of <W>	34
<M>	the <M> of alba	34
<M>	<M> have earned	34
<M>	<M> of height	34
<M>	those horrid <M>	34
kinds	certain kinds of <M>	34
offender	the <M> offender	34
<M>	<M> will have	34
<W>	1,500 <W>	34
<W>	1 1 <W>	34
<M>	those distinguished <M>	34
<M>	<M> will make	34
<W>	those <W> seem	34
<M>	the saloon <M>	34
study	a longitudinal study of <W>	34
<W>	these <W> and their families	34
<W>	these educated <W>	34
<W>	<W> helping	34
<M>	many successful <M>	34
judge	the judge of <M>	34
<M>	your learned <M>	34
<M>	all the <M> want	34
<M>	two <M> of the name	34
<M>	two <M> looking	34
needs	the specific needs of <W>	34
departure	the departure of the <W>	34
percent	80 percent of <M>	34
<M>	other free <M>	34
<M>	the <M> would have	34
<M>	all the <M> of the tribe	34
<W>	other pregnant <W>	34
<M>	<M> to serve	34
<M>	<M> in roles	34
<M>	the two <M> in her life	34
delivery	delivery in <W>	34
<M>	two negro <M>	34
<M>	two local <M>	34
score	two score of <M>	33
<M>	two hungry <M>	33
murmur	the murmur of <M> 's voices	33
%	33 % of <W>	33
description	the description of <M>	33
wage	the <M> wage	33
reception	the reception of <M>	33
ships	the ships and <M>	33
<W>	<W> included	33
voice	the voice of a <W>	33
assistance	the assistance of <W>	33
organizations	many <W> 's organizations	33
organizations	other <W> 's organizations	33
guns	two guns and <M>	33
half	about half of the <W>	33
pregnancies	pregnancies in <W>	33
groups	many <W> 's groups	33
<M>	all <M> having	33
thought	the thought of the <W>	33
space	a space for <W>	33
wonder	the wonder of <M>	33
<W>	the youngest <W>	33
<M>	<M> on the other	33
<W>	few other <W>	33
temptations	the temptations of <M>	33
<M>	<M> do not believe	33
circle	a small circle of <M>	33
relationships	the relationships between <W>	33
<M>	those horrible <M>	33
worlds	the worlds of <M>	33
<M>	the richest <M> in the city	33
<M>	those black <M>	33
sight	sight of <W>	33
plunder	the plunder of <M>	33
face	a <M> face	33
<M>	the few <M> are	33
knowledge	some knowledge of <M>	33
<M>	<M> hauling	33
<M>	enough <M> to go	33
<M>	enough <M> left	33
involvement	involvement of <W>	33
investigations	the investigations of <M>	33
<M>	some wealthy <M>	33
<W>	<W> sit	33
kinds	the kinds of <M>	33
<M>	the <M> of belial	33
<M>	the section <M>	33
<M>	<M> of five	33
experience	experience of <W>	33
<M>	<M> descended	33
examples	many examples of <M>	33
<M>	<M> are working	33
<W>	<W> in activities	33
<M>	the garbage <M>	33
<W>	<W> had met	33
<M>	the young <M> here	33
<M>	<M> of the calibre	33
<M>	the <M> of generations	33
<M>	<M> shooting	33
classes	other classes of <M>	33
class	a small class of <M>	33
<M>	young <M> in love	33
<M>	those wretched <M>	33
<M>	<M> around us	33
wages	wages for <W>	33
<M>	the <M> kidnapped	33
<M>	the <M> learned	33
track	the track of the <M>	33
<M>	<M> absorbed	33
<M>	those <M> there	33
<W>	the two white <W>	33
<W>	300,000 <W>	33
<M>	<M> of study	33
<M>	<M> of stuff	33
<M>	the <M> in washington	33
<M>	the great <M> of the country	33
<W>	<W> survived	33
<M>	many big <M>	33
<W>	<W> grew up	33
<M>	<M> influenced	33
intercourse	intercourse between <M>	33
trace	no trace of the <M>	33
<M>	even the young <M>	33
<M>	<M> individually	33
<M>	the emperor 's <M>	33
verdict	the verdict of <M>	33
<M>	<M> sharing	33
<M>	the ship 's <M>	33
<M>	six <M> and woman	33
<W>	the king 's <W>	33
<W>	the mysterious <W>	33
<M>	the <M> of religion	33
learning	learning and <M>	33
cent	about per cent of <W>	33
<M>	the ragged <M>	33
case	the case of a <W>	33
<M>	<M> fled	33
<M>	<M> in their lives	33
<W>	the fairy <W>	33
companion	the companion of <M>	33
<W>	<W> on therapy	33
teenagers	teenagers and <W>	33
<W>	the helpless <W>	33
institutions	the institutions of <M>	33
set	this set of <M>	33
participation	<W> 's participation in activities	33
<M>	many <M> like him	33
field	a <M> field	33
<M>	the wise <M> came	33
<M>	<M> sell	33
<M>	<M> on terms	33
likelihood	the likelihood of <W>	33
<M>	the <M> of the escort	33
<M>	more other <M>	33
<M>	the great <M> of the land	33
<M>	the <M> in the coats	33
<M>	<M> feeling	33
figures	three <W> figures	33
treachery	the treachery of <M>	33
<M>	young <M> had been	33
quota	a quota of <M>	33
room	a room with <W>	33
slew	slew the <M>	33
<M>	the greatest <M> of the century	33
<W>	you other <W>	33
<M>	<M> had gained	33
<M>	<M> against <M>	33
captain	a captain and <M>	33
<W>	<W> tried	33
<M>	the divine <M>	33
<W>	<W> in contexts	33
state	the state of <M> 's minds	33
<M>	the <M> in our lives	33
busts	the busts of the <M>	33
<M>	the powerful <M> in the world	33
<M>	<M> fond	33
part	the <W> 's part	33
<M>	few <M> of letters	33
<M>	<M> of steel	33
<W>	28 <W>	33
<M>	most <M> of the world	33
team	the <W> 's basketball team	33
<W>	<W> in custody	33
offices	the offices of <M>	33
<M>	the <M> of the forest	33
<M>	<M> in a condition	33
<M>	<M> in affairs	33
<W>	the <W> visited	33
<M>	31 <M>	33
losses	losses of <M>	33
<W>	<W> of this kind	33
<W>	<W> of their class	33
<M>	about <M> there	33
<W>	<W> in italy	33
<M>	few educated <M>	33
<M>	the <M> in places	33
<W>	the <W> of the congregation	33
<M>	<M> continued	33
<W>	the <W> represented	33
<M>	a few dozen <M>	33
teacher	the teacher of <M>	33
<M>	most old <M>	33
words	words of <M>	33
elephant	the <M> elephant	33
<M>	<M> as that	33
force	a force of a <M>	33
parity	parity with <M>	33
<M>	<M> for good	33
<M>	fifteen armed <M>	33
<M>	<M> in the study	33
<M>	the committee <M>	33
<M>	<M> of the opinions	33
effect	that effect on <W>	33
<M>	the <M> on each side	33
races	many races of <M>	33
<M>	five <M> killed	33
tone	the tone of the <M>	33
imprisonment	the imprisonment of <W>	33
breasts	the breasts of the <W>	33
<M>	ten picked <M>	33
<W>	<W> drank	33
<M>	all <M> as brethren	33
forms	the dark forms of <M>	33
profession	a <M> profession	33
weakness	a <W> weakness	33
taste	his taste in <W>	33
<M>	<M> of daring	33
shelter	the battered <W> 's shelter	33
contemporaries	her <W> contemporaries	33
<M>	the <M> about the place	33
boys	the boys and the <M>	33
<M>	the <M> 'd seen	33
services	services for <W>	33
<W>	<W> continue	33
<M>	the <M> in a way	33
<M>	the <M> in advance	33
account	account of <M>	33
magazine	a <M> 's magazine	33
problems	problems for <W>	33
possibilities	the possibilities for <W>	33
opinions	his opinions of <M>	33
<M>	the <M> have worked	33
<M>	<M> jumping	33
voices	the shrill voices of the <W>	33
<W>	<W> with arthritis	33
<M>	<M> listen	33
strength	the united strength of <M>	33
par	a par with <M>	33
<W>	the <W> of all classes	33
<W>	the <W> kept	33
<M>	to <M>	33
