Concept	PROP_M	TOTAL_GEN_FREQ
[men/male/women/female] layer	0.38011695906432746	171
[men/male/women/female] lead actor	0.2710843373493976	166
[men/male/women/female] leapt	0.21194029850746268	335
[men/male/women/female] leather	0.2072072072072072	444
[men/male/women/female] leave	0.225	200
[men/male/women/female] lee	0.26666666666666666	270
[men/male/women/female] leftist	0.3309608540925267	281
[men/male/women/female] legend	0.3675	400
[men/male/women/female] legislature	0.2180232558139535	344
[men/male/women/female] leisure activity	0.3108108108108108	148
[men/male/women/female] lepidoptera	0.3220338983050847	531
[men/male/women/female] lethality	0.16835016835016836	297
[men/male/women/female] lewis rat	0.3858267716535433	508
[men/male/women/female] liar	0.2700534759358289	374
[men/male/women/female] libertinism	0.20085470085470086	234
[men/male/women/female] licence	0.2634146341463415	205
[men/male/women/female] lie	0.22333333333333333	600
[men/male/women/female] lifestyle	0.3992502343017807	1067
[men/male/women/female] light	0.39782190903267134	1561
[men/male/women/female] lincoln	0.34191176470588236	272
[men/male/women/female] lineage	0.3592623637887678	5965
[men/male/women/female] lineage member	0.2981366459627329	161
[men/male/women/female] lineup	0.3475609756097561	164
[men/male/women/female] lion	0.2613082472216806	20516
[men/male/women/female] literary canon	0.24489795918367346	196
[men/male/women/female] literati	0.20046349942062572	863
[men/male/women/female] live	0.37706855791962174	1692
[men/male/women/female] load	0.05454545454545454	1980
[men/male/women/female] logo	0.35	360
[men/male/women/female] londoner	0.27586206896551724	261
[men/male/women/female] loneliness	0.2888086642599278	277
[men/male/women/female] loner	0.25296442687747034	253
[men/male/women/female] long	0.39083419155509785	1942
[men/male/women/female] long evans	0.3271604938271605	324
[men/male/women/female] look	0.2723287671232877	3650
[men/male/women/female] lord	0.3948497854077253	2097
[men/male/women/female] loser	0.25357142857142856	280
[men/male/women/female] louis	0.38509316770186336	161
[men/male/women/female] lounge	0.300357568533969	839
[men/male/women/female] love	0.32162713120830244	21584
[men/male/women/female] lovemaking	0.3588235294117647	170
[men/male/women/female] lover	0.3312212729491807	38509
[men/male/women/female] low urinary	0.3308270676691729	798
[men/male/women/female] luke	0.3967280163599182	489
[men/male/women/female] lunch	0.39862542955326463	291
[men/male/women/female] lure	0.23963133640552994	434
[men/male/women/female] lust	0.23854926154421388	5349
[men/male/women/female] lyrebird	0.3240418118466899	287
[men/male/women/female] machismo	0.08866995073891626	812
[men/male/women/female] made	0.2262098966829799	1839
[men/male/women/female] magnetism	0.09162717219589257	633
[men/male/women/female] maine	0.36666666666666664	150
[men/male/women/female] malaise	0.2994652406417112	187
[men/male/women/female] manakin	0.36160714285714285	224
[men/male/women/female] mandible	0.32599118942731276	454
[men/male/women/female] mandrill	0.19789734075448362	1617
[men/male/women/female] manpower	0.3424657534246575	146
[men/male/women/female] manual	0.24855907780979827	2776
[men/male/women/female] manual worker	0.26351003602676276	1943
[men/male/women/female] manufacturing worker	0.30434782608695654	138
[men/male/women/female] marching	0.06649937264742785	1594
[men/male/women/female] maria	0.03799858390370545	4237
[men/male/women/female] marsh	0.35185185185185186	432
[men/male/women/female] martha	0.2894736842105263	532
[men/male/women/female] masochist	0.37065052950075644	1322
[men/male/women/female] masseur	0.24048096192384769	499
[men/male/women/female] mastery	0.11579892280071813	1114
[men/male/women/female] mating strategy	0.32468879668049794	964
[men/male/women/female] mating success	0.1840628507295174	891
[men/male/women/female] mating system	0.33004926108374383	203
[men/male/women/female] mating tactic	0.1396761133603239	494
[men/male/women/female] matt	0.3469387755102041	392
[men/male/women/female] matthew	0.2785571142284569	499
[men/male/women/female] may	0.39940387481371087	671
[men/male/women/female] meat	0.33418367346938777	1176
[men/male/women/female] median	0.38492063492063494	252
[men/male/women/female] median earnings	0.2887700534759358	187
[men/male/women/female] median income	0.30201342281879195	149
[men/male/women/female] median wage	0.32793522267206476	247
[men/male/women/female] mediterranean fruit	0.3737864077669903	206
[men/male/women/female] medusa	0.3973684210526316	380
[men/male/women/female] meet	0.3557312252964427	1012
[men/male/women/female] melodrama	0.1709706144256456	1123
[men/male/women/female] melon	0.3793103448275862	116
[men/male/women/female] menopause	0.190246257846451	6213
[men/male/women/female] menses	0.3799654576856649	579
[men/male/women/female] menstruation	0.3272532188841202	932
[men/male/women/female] mentality	0.2545201668984701	719
[men/male/women/female] mercy	0.3007518796992481	133
[men/male/women/female] mermaid	0.39303482587064675	201
[men/male/women/female] mess	0.3173076923076923	312
[men/male/women/female] methadone	0.3092105263157895	152
[men/male/women/female] mid	0.34262125902992774	969
[men/male/women/female] middle	0.3670053795576808	3346
[men/male/women/female] midlife	0.26397919375812745	769
[men/male/women/female] midlife crisis	0.17169811320754716	530
[men/male/women/female] migrant labourer	0.3712121212121212	132
[men/male/women/female] mike	0.38524590163934425	244
[men/male/women/female] mile	0.30944625407166126	307
[men/male/women/female] milieu	0.20255474452554745	548
[men/male/women/female] milker	0.1814516129032258	248
[men/male/women/female] million	0.3508771929824561	114
[men/male/women/female] min	0.3202614379084967	153
[men/male/women/female] mindset	0.38392857142857145	336
[men/male/women/female] mine	0.25380710659898476	591
[men/male/women/female] mistake	0.2348901098901099	728
[men/male/women/female] mitochondrion	0.25142857142857145	175
[men/male/women/female] mockingbird	0.3503184713375796	314
[men/male/women/female] model	0.3439882697947214	57970
[men/male/women/female] modeling	0.1636904761904762	336
[men/male/women/female] mom	0.3698630136986301	219
[men/male/women/female] moment	0.38961038961038963	539
[men/male/women/female] mon	0.38095238095238093	252
[men/male/women/female] mongolian gerbil	0.38850574712643676	435
[men/male/women/female] monopoly	0.08215613382899628	2690
[men/male/women/female] monosex	0.34782608695652173	115
[men/male/women/female] morale	0.391304347826087	115
[men/male/women/female] more money	0.3937007874015748	127
[men/male/women/female] morgan	0.29646017699115046	226
[men/male/women/female] morph	0.3674540682414698	381
[men/male/women/female] morphs	0.23026315789473684	760
[men/male/women/female] moses	0.06578366445916115	2265
[men/male/women/female] mount	0.22860791826309068	783
[men/male/women/female] mouse deficient	0.34502923976608185	171
[men/male/women/female] mouse urine	0.17687074829931973	294
[men/male/women/female] mouth	0.3963822257176563	2543
[men/male/women/female] move	0.3786220218931101	1553
[men/male/women/female] multiple	0.20398009950248755	402
[men/male/women/female] murmur	0.3840304182509506	263
[men/male/women/female] muscle	0.17548670139840966	3647
[men/male/women/female] muscovy	0.34108527131782945	129
[men/male/women/female] muscularity	0.27586206896551724	261
[men/male/women/female] musculature	0.14450867052023122	346
[men/male/women/female] musk	0.20207570207570208	3276
[men/male/women/female] muslim population	0.38125	160
[men/male/women/female] mystique	0.18192627824019025	841
[men/male/women/female] myth	0.23301435406698565	2090
[men/male/women/female] mythology	0.296137339055794	466
[men/male/women/female] named	0.255050505050505	396
[men/male/women/female] nanny	0.19435396308360478	921
[men/male/women/female] narcotic addict	0.3657142857142857	175
[men/male/women/female] narwhal	0.20317460317460317	315
[men/male/women/female] need	0.36257763975155277	6440
[men/male/women/female] neglect	0.2391304347826087	782
[men/male/women/female] negro	0.36261532290413157	2493
[men/male/women/female] newt	0.3563501849568434	811
[men/male/women/female] night shift	0.37606837606837606	117
[men/male/women/female] nightingale	0.3162217659137577	487
[men/male/women/female] nightmare	0.22946175637393768	353
[men/male/women/female] nipple	0.1211972522080471	6114
[men/male/women/female] noble	0.3445378151260504	714
[men/male/women/female] norm	0.15442124258829595	7758
[men/male/women/female] northern cardinal	0.32558139534883723	258
[men/male/women/female] nothing	0.3513753327417924	2254
[men/male/women/female] notice	0.3229166666666667	576
[men/male/women/female] notion	0.21675302245250433	1158
[men/male/women/female] nude statue	0.3141025641025641	156
[men/male/women/female] nun	0.0520497466605251	6513
[men/male/women/female] nurse	0.37592506085117894	81346
[men/male/women/female] oath	0.35714285714285715	112
[men/male/women/female] objection	0.22777777777777777	180
[men/male/women/female] obsession	0.22950819672131148	1159
[men/male/women/female] occasion	0.30423940149625933	401
[men/male/women/female] occupancy	0.39823008849557523	226
[men/male/women/female] odour	0.3706521739130435	920
[men/male/women/female] of [men/male/women/female]	0.17613181890897456	6251
[men/male/women/female] of aberdeen	0.38461538461538464	104
[men/male/women/female] of ability	0.08122876975335992	6771
[men/male/women/female] of action	0.06237193263031636	20009
[men/male/women/female] of affair	0.03691870784522542	8451
[men/male/women/female] of affluence	0.2978723404255319	235
[men/male/women/female] of air	0.20080321285140562	249
[men/male/women/female] of alabama	0.36538461538461536	312
[men/male/women/female] of albany	0.3558282208588957	163
[men/male/women/female] of alexandria	0.37748344370860926	453
[men/male/women/female] of alpha	0.14906832298136646	644
[men/male/women/female] of ambition	0.09579100145137881	1378
[men/male/women/female] of andalusia	0.3882978723404255	188
[men/male/women/female] of antioch	0.18571428571428572	280
[men/male/women/female] of antiquity	0.26346153846153847	4160
[men/male/women/female] of arab	0.2662337662337662	154
[men/male/women/female] of argo	0.3649000868809731	1151
[men/male/women/female] of art	0.10053539559785842	1681
[men/male/women/female] of ashdod	0.32985729967069155	1822
[men/male/women/female] of athens	0.10026966044796654	18171
[men/male/women/female] of atlantis	0.15123456790123457	324
[men/male/women/female] of authority	0.11341371514694801	2654
[men/male/women/female] of babylon	0.03339882121807466	13743
[men/male/women/female] of ban	0.3409090909090909	176
[men/male/women/female] of banu	0.3181818181818182	154
[men/male/women/female] of barcelona	0.371900826446281	121
[men/male/women/female] of barsoom	0.13013698630136986	1314
[men/male/women/female] of beniamin	0.32989690721649484	194
[men/male/women/female] of benjamin	0.08392301160486838	7066
[men/male/women/female] of berkshire	0.37398373983739835	123
[men/male/women/female] of big	0.3700787401574803	127
[men/male/women/female] of birmingham	0.23129251700680273	441
[men/male/women/female] of birth	0.09929532351057015	1561
[men/male/women/female] of black	0.39035087719298245	456
[men/male/women/female] of block	0.3644067796610169	118
[men/male/women/female] of blood	0.01610337972166998	5030
[men/male/women/female] of borneo	0.09018036072144289	499
[men/male/women/female] of boston	0.37494916632777553	2459
[men/male/women/female] of brain	0.053820598006644516	1505
[men/male/women/female] of breeding	0.2644110275689223	798
[men/male/women/female] of bristol	0.1016260162601626	492
[men/male/women/female] of business	0.01805223425704506	21327
[men/male/women/female] of cambridge	0.16486486486486487	370
[men/male/women/female] of camp	0.26037735849056604	265
[men/male/women/female] of carthage	0.2916666666666667	384
[men/male/women/female] of caste	0.37037037037037035	108
[men/male/women/female] of character	0.20828384798099764	6736
[men/male/women/female] of charles	0.23134328358208955	268
[men/male/women/female] of charlie	0.07615230460921844	998
[men/male/women/female] of chester	0.2084592145015106	331
[men/male/women/female] of chile	0.2363013698630137	584
[men/male/women/female] of chios	0.3116883116883117	231
[men/male/women/female] of choice	0.21935483870967742	465
[men/male/women/female] of christ	0.3317683881064163	639
[men/male/women/female] of christian	0.3037593984962406	665
[men/male/women/female] of church	0.3553299492385787	197
[men/male/women/female] of clan	0.15883668903803133	447
[men/male/women/female] of college	0.2720797720797721	702
[men/male/women/female] of cologne	0.14906832298136646	322
[men/male/women/female] of commerce	0.05467625899280575	2085
[men/male/women/female] of compassion	0.33004926108374383	203
[men/male/women/female] of competence	0.19811320754716982	212
[men/male/women/female] of concord	0.2459016393442623	305
[men/male/women/female] of condition	0.39182282793867124	587
[men/male/women/female] of connecticut	0.3407960199004975	402
[men/male/women/female] of conscience	0.24603555982700626	2081
[men/male/women/female] of consequence	0.2688821752265861	1655
[men/male/women/female] of conviction	0.19003115264797507	642
[men/male/women/female] of courage	0.27702978376172993	7353
[men/male/women/female] of court	0.25394896719319565	823
[men/male/women/female] of coventry	0.1639871382636656	311
[men/male/women/female] of crete	0.35470941883767537	499
[men/male/women/female] of croton	0.3333333333333333	246
[men/male/women/female] of culture	0.12538784449717102	5479
[men/male/women/female] of cyprus	0.1372048500319081	1567
[men/male/women/female] of cyrene	0.19166666666666668	240
[men/male/women/female] of darkness	0.22018348623853212	436
[men/male/women/female] of david	0.017063492063492062	2520
[men/male/women/female] of day	0.3815789473684211	152
[men/male/women/female] of delphi	0.22277227722772278	202
[men/male/women/female] of delta	0.2222222222222222	324
[men/male/women/female] of denmark	0.28321678321678323	286
[men/male/women/female] of design	0.31746031746031744	126
[men/male/women/female] of destiny	0.2857142857142857	2114
[men/male/women/female] of dignity	0.1835985312117503	817
[men/male/women/female] of discretion	0.07178631051752922	599
[men/male/women/female] of distinction	0.3510903945397037	6007
[men/male/women/female] of dublin	0.17373737373737375	495
[men/male/women/female] of duty	0.1597222222222222	288
[men/male/women/female] of earth	0.29460946094609464	4545
[men/male/women/female] of easter	0.2692307692307692	156
[men/male/women/female] of education	0.14903750744195277	5039
[men/male/women/female] of egypt	0.35772547191796783	4291
[men/male/women/female] of eleusis	0.26582278481012656	158
[men/male/women/female] of eminence	0.02925764192139738	2290
[men/male/women/female] of empire	0.14008941877794337	671
[men/male/women/female] of energy	0.07601184600197433	1013
[men/male/women/female] of english	0.2362555720653789	673
[men/male/women/female] of enterprise	0.055952380952380955	840
[men/male/women/female] of ephesus	0.09818941504178273	1436
[men/male/women/female] of erin	0.04627450980392157	1275
[men/male/women/female] of essex	0.08611599297012303	569
[men/male/women/female] of ethiopia	0.36103151862464183	349
[men/male/women/female] of exeter	0.30386740331491713	181
[men/male/women/female] of experience	0.0767201582765443	4549
[men/male/women/female] of family	0.12917157440125637	2547
[men/male/women/female] of fashion	0.378712571220754	8249
[men/male/women/female] of feeling	0.10865775711795468	1721
[men/male/women/female] of figure	0.19433198380566802	247
[men/male/women/female] of fire	0.3862158647594278	769
[men/male/women/female] of first	0.3651685393258427	356
[men/male/women/female] of flanders	0.3467741935483871	372
[men/male/women/female] of flesh	0.18107833163784334	2949
[men/male/women/female] of fort	0.27647058823529413	680
[men/male/women/female] of fortune	0.19790644422636572	3057
[men/male/women/female] of freedom	0.39316239316239315	351
[men/male/women/female] of french	0.38686131386861317	274
[men/male/women/female] of galilee	0.048590977617998375	8623
[men/male/women/female] of gallantry	0.13851351351351351	296
[men/male/women/female] of gaul	0.24324324324324326	296
[men/male/women/female] of gaza	0.34679334916864607	421
[men/male/women/female] of genius	0.05048236247146329	27158
[men/male/women/female] of genoa	0.30687830687830686	189
[men/male/women/female] of gerar	0.13915857605177995	309
[men/male/women/female] of gilead	0.11079450217901442	5966
[men/male/women/female] of glasgow	0.3953488372093023	258
[men/male/women/female] of glory	0.28205128205128205	234
[men/male/women/female] of god	0.25154130702836003	56770
[men/male/women/female] of gold	0.09671532846715329	548
[men/male/women/female] of good	0.1092184368737475	998
[men/male/women/female] of goodwill	0.25069916100679185	5006
[men/male/women/female] of greece	0.2567312234293812	4234
[men/male/women/female] of halifax	0.375	112
[men/male/women/female] of harvard	0.11407766990291263	412
[men/male/women/female] of heart	0.06026916325336454	1709
[men/male/women/female] of heaven	0.35	280
[men/male/women/female] of helium	0.12734082397003746	1068
[men/male/women/female] of hell	0.12169312169312169	378
[men/male/women/female] of hellas	0.13202247191011235	356
[men/male/women/female] of henry	0.3617021276595745	282
[men/male/women/female] of high	0.14376996805111822	626
[men/male/women/female] of holland	0.311178247734139	331
[men/male/women/female] of holy	0.20833333333333334	216
[men/male/women/female] of home	0.23555555555555555	225
[men/male/women/female] of honor	0.04725720828562507	9607
[men/male/women/female] of honour	0.026013058348015337	9649
[men/male/women/female] of house	0.3288590604026846	149
[men/male/women/female] of iabesh	0.12267657992565056	538
[men/male/women/female] of iceland	0.336986301369863	365
[men/male/women/female] of idea	0.18847818847818848	3003
[men/male/women/female] of importance	0.10933940774487472	2195
[men/male/women/female] of independence	0.33181818181818185	220
[men/male/women/female] of industry	0.05893019038984588	1103
[men/male/women/female] of influence	0.21233780514625028	9094
[men/male/women/female] of initiative	0.2735632183908046	435
[men/male/women/female] of integrity	0.21885275849470223	5474
[men/male/women/female] of intellect	0.15666546891843333	2783
[men/male/women/female] of intelligence	0.11265164644714037	4616
[men/male/women/female] of interest	0.34274193548387094	496
[men/male/women/female] of ireland	0.36045744446888056	4547
[men/male/women/female] of iron	0.03234042553191489	3525
[men/male/women/female] of israel	0.03937407320689924	102504
[men/male/women/female] of jabesh	0.11662135558263804	10667
[men/male/women/female] of jabeshgilead	0.15340253748558247	867
[men/male/women/female] of jackson	0.25435540069686413	287
[men/male/women/female] of jericho	0.016440314510364547	2798
[men/male/women/female] of john	0.22252747252747251	364
[men/male/women/female] of judah	0.013491582425747415	51143
[men/male/women/female] of judea	0.030670470756062766	1402
[men/male/women/female] of justice	0.20260223048327136	538
[men/male/women/female] of kent	0.020122484689413824	3429
[men/male/women/female] of kentucky	0.33970753655793023	889
[men/male/women/female] of king	0.20121951219512196	1312
[men/male/women/female] of knowledge	0.055639097744360905	4655
[men/male/women/female] of labor	0.14586466165413534	665
[men/male/women/female] of lancashire	0.2893081761006289	318
[men/male/women/female] of land	0.19196428571428573	224
[men/male/women/female] of law	0.08050236771669755	4857
[men/male/women/female] of leadership	0.3023255813953488	172
[men/male/women/female] of learning	0.01582442968524401	17315
[men/male/women/female] of leeds	0.3805309734513274	113
[men/male/women/female] of leisure	0.2712765957446808	3760
[men/male/women/female] of letter	0.06426077454089928	75038
[men/male/women/female] of lexington	0.28421052631578947	190
[men/male/women/female] of liberty	0.20434782608695654	230
[men/male/women/female] of liege	0.3923076923076923	130
[men/male/women/female] of life	0.27884615384615385	312
[men/male/women/female] of light	0.31557035803497085	1201
[men/male/women/female] of lincoln	0.331306990881459	329
[men/male/women/female] of literature	0.12299915754001685	1187
[men/male/women/female] of little	0.3606770833333333	768
[men/male/women/female] of liverpool	0.39867109634551495	301
[men/male/women/female] of lord	0.15401785714285715	448
[men/male/women/female] of love	0.26619433198380565	988
[men/male/women/female] of lower	0.36134453781512604	119
[men/male/women/female] of lydia	0.1360544217687075	294
[men/male/women/female] of lynn	0.328125	128
[men/male/women/female] of lyon	0.048884165781083955	941
[men/male/women/female] of macedonia	0.07283236994219654	865
[men/male/women/female] of maine	0.22830188679245284	530
[men/male/women/female] of maize	0.08717948717948718	780
[men/male/women/female] of manchester	0.16472303206997085	686
[men/male/women/female] of manhattan	0.38857142857142857	350
[men/male/women/female] of mar	0.05702917771883289	1508
[men/male/women/female] of mark	0.034574468085106384	4888
[men/male/women/female] of maryland	0.3137755102040816	392
[men/male/women/female] of massachusetts	0.256601607347876	1742
[men/male/women/female] of mathematics	0.09821428571428571	1568
[men/male/women/female] of maturity	0.36024844720496896	161
[men/male/women/female] of mean	0.2869546103967469	9099
[men/male/women/female] of mecca	0.19102990033222592	602
[men/male/women/female] of medicine	0.08314606741573034	1335
[men/male/women/female] of mediterranean	0.19184652278177458	417
[men/male/women/female] of memphis	0.21508828250401285	623
[men/male/women/female] of mercy	0.16459627329192547	322
[men/male/women/female] of merit	0.04053133514986376	2936
[men/male/women/female] of middle	0.3475232198142415	1292
[men/male/women/female] of miletus	0.3643410852713178	258
[men/male/women/female] of mind	0.05795454545454545	880
[men/male/women/female] of mine	0.06576862123613313	1262
[men/male/women/female] of mississippi	0.3588957055214724	326
[men/male/women/female] of mont	0.3027027027027027	185
[men/male/women/female] of munich	0.1095890410958904	511
[men/male/women/female] of murder	0.20304568527918782	197
[men/male/women/female] of mycenae	0.25316455696202533	237
[men/male/women/female] of mystery	0.34990791896869244	1086
[men/male/women/female] of name	0.03654743390357698	1286
[men/male/women/female] of nantucket	0.3724137931034483	145
[men/male/women/female] of norfolk	0.2222222222222222	225
[men/male/women/female] of normandy	0.1907514450867052	346
[men/male/women/female] of norway	0.23872679045092837	377
[men/male/women/female] of norwich	0.3108108108108108	148
[men/male/women/female] of note	0.12357982858281842	5017
[men/male/women/female] of old	0.2571849668386146	1357
[men/male/women/female] of oregon	0.3368421052631579	475
[men/male/women/female] of other	0.35443037974683544	158
[men/male/women/female] of oxford	0.2739420935412027	449
[men/male/women/female] of part	0.05502717391304348	1472
[men/male/women/female] of passion	0.3270868824531516	587
[men/male/women/female] of peace	0.07528353539303871	5114
[men/male/women/female] of pennsylvania	0.39950980392156865	408
[men/male/women/female] of persia	0.33843797856049007	1306
[men/male/women/female] of phoenix	0.047225501770956316	847
[men/male/women/female] of phthia	0.38461538461538464	156
[men/male/women/female] of piety	0.044563279857397504	1122
[men/male/women/female] of pleasure	0.3424922600619195	2584
[men/male/women/female] of plymouth	0.3547400611620795	327
[men/male/women/female] of position	0.13004846526655897	2476
[men/male/women/female] of power	0.16281895504252733	17283
[men/male/women/female] of prayer	0.24403100775193798	3225
[men/male/women/female] of pride	0.01976470588235294	2125
[men/male/women/female] of principle	0.15419501133786848	2646
[men/male/women/female] of prominence	0.1746031746031746	1386
[men/male/women/female] of promise	0.1086048454469507	1197
[men/male/women/female] of property	0.07084937341305594	12209
[men/male/women/female] of providence	0.35443037974683544	158
[men/male/women/female] of purity	0.33175355450236965	211
[men/male/women/female] of pylos	0.3213213213213213	333
[men/male/women/female] of quality	0.3946917808219178	5840
[men/male/women/female] of quraysh	0.17757009345794392	428
[men/male/women/female] of rank	0.2420836088457865	13611
[men/male/women/female] of rape	0.13381555153707053	553
[men/male/women/female] of reason	0.1386111861659011	3701
[men/male/women/female] of red	0.36027397260273974	730
[men/male/women/female] of religion	0.022845417236662106	7310
[men/male/women/female] of renown	0.017424975798644726	9297
[men/male/women/female] of reputation	0.1456953642384106	1057
[men/male/women/female] of repute	0.07538280329799764	849
[men/male/women/female] of resource	0.10762331838565023	446
[men/male/women/female] of respectability	0.18341708542713567	398
[men/male/women/female] of responsibility	0.232796486090776	683
[men/male/women/female] of richard	0.36153846153846153	130
[men/male/women/female] of righteousness	0.23863636363636365	176
[men/male/women/female] of rome	0.32303912967187226	5699
[men/male/women/female] of ruby	0.20250521920668058	479
[men/male/women/female] of salt	0.3853658536585366	205
[men/male/women/female] of science	0.04462801916778263	61979
[men/male/women/female] of scotland	0.31533646322378717	1278
[men/male/women/female] of second	0.2787878787878788	165
[men/male/women/female] of self	0.23214285714285715	560
[men/male/women/female] of sense	0.052980903586399626	8588
[men/male/women/female] of sensibility	0.28019323671497587	621
[men/male/women/female] of service	0.1381957773512476	521
[men/male/women/female] of seville	0.3283582089552239	201
[men/male/women/female] of shanghai	0.3675496688741722	302
[men/male/women/female] of shechem	0.004852302715586959	11747
[men/male/women/female] of sheffield	0.3069306930693069	202
[men/male/women/female] of sidon	0.11788617886178862	492
[men/male/women/female] of significance	0.3894736842105263	190
[men/male/women/female] of silver	0.3446601941747573	206
[men/male/women/female] of sin	0.039495337356006584	1823
[men/male/women/female] of skill	0.016035482770385533	2931
[men/male/women/female] of sodom	0.013484661197887403	8899
[men/male/women/female] of solomon	0.267515923566879	157
[men/male/women/female] of song	0.285	200
[men/male/women/female] of sorrow	0.37249283667621774	349
[men/male/women/female] of space	0.2560386473429952	207
[men/male/women/female] of spirit	0.37955219854329647	3707
[men/male/women/female] of spring	0.3969849246231156	199
[men/male/women/female] of springfield	0.36666666666666664	150
[men/male/women/female] of standing	0.07738095238095238	1344
[men/male/women/female] of state	0.061895551257253385	2068
[men/male/women/female] of station	0.09243697478991597	595
[men/male/women/female] of stature	0.07944277108433735	2656
[men/male/women/female] of status	0.3197226502311248	1298
[men/male/women/female] of steel	0.17785977859778598	2710
[men/male/women/female] of sterling	0.1722488038277512	418
[men/male/women/female] of stone	0.05961251862891207	1342
[men/male/women/female] of strength	0.1870376893272279	2839
[men/male/women/female] of substance	0.16929812922913626	7537
[men/male/women/female] of success	0.24834437086092714	302
[men/male/women/female] of sydney	0.22804718217562253	763
[men/male/women/female] of syracuse	0.20577617328519857	277
[men/male/women/female] of syria	0.39676840215439857	557
[men/male/women/female] of talent	0.06766023589649812	10937
[men/male/women/female] of taste	0.1283197475677097	3803
[men/male/women/female] of team	0.22178988326848248	257
[men/male/women/female] of tekoa	0.09306260575296109	591
[men/male/women/female] of tennessee	0.3118081180811808	542
[men/male/women/female] of the	0.39843495272253016	3067
[men/male/women/female] of thessaly	0.3785310734463277	177
[men/male/women/female] of third	0.38666666666666666	225
[men/male/women/female] of this	0.36024844720496896	161
[men/male/women/female] of thought	0.02864363942712721	2374
[men/male/women/female] of time	0.391025641025641	468
[men/male/women/female] of title	0.19047619047619047	840
[men/male/women/female] of tokyo	0.07944732297063903	579
[men/male/women/female] of tomorrow	0.2807017543859649	2451
[men/male/women/female] of toulouse	0.22282608695652173	184
[men/male/women/female] of town	0.34615384615384615	520
[men/male/women/female] of trade	0.08124253285543608	837
[men/male/women/female] of truth	0.023005676725425753	3347
[men/male/women/female] of tyre	0.029948867786705625	1369
[men/male/women/female] of ulster	0.10222222222222223	2700
[men/male/women/female] of understanding	0.011258196214276877	8083
[men/male/women/female] of union	0.3333333333333333	141
[men/male/women/female] of university	0.27459016393442626	244
[men/male/women/female] of uruk	0.1414790996784566	311
[men/male/women/female] of valor	0.06196581196581197	16380
[men/male/women/female] of valour	0.005966686003149084	12067
[men/male/women/female] of venus	0.3710691823899371	159
[men/male/women/female] of verona	0.32	150
[men/male/women/female] of violence	0.026750407071411957	4299
[men/male/women/female] of virginia	0.3299798792756539	994
[men/male/women/female] of virtue	0.21146866682797	4133
[men/male/women/female] of vision	0.2902949978623343	4678
[men/male/women/female] of wale	0.36891679748822603	637
[men/male/women/female] of wall	0.18533604887983707	491
[men/male/women/female] of war	0.006473170804800935	66737
[men/male/women/female] of warrior	0.34965034965034963	143
[men/male/women/female] of wealth	0.12483979960386811	17166
[men/male/women/female] of white	0.3593073593073593	231
[men/male/women/female] of william	0.3793103448275862	232
[men/male/women/female] of wisdom	0.2018348623853211	4796
[men/male/women/female] of wit	0.04929942916450441	3854
[men/male/women/female] of worcester	0.3448275862068966	116
[men/male/women/female] of word	0.15268987341772153	1264
[men/male/women/female] of work	0.23776223776223776	429
[men/male/women/female] of worship	0.03764320785597381	1222
[men/male/women/female] of worth	0.18157286044718582	2594
[men/male/women/female] of year	0.15271966527196654	478
[men/male/women/female] of yesterday	0.26990291262135924	1030
[men/male/women/female] of yore	0.18473895582329317	249
[men/male/women/female] of york	0.2883156297420334	659
[men/male/women/female] off	0.3828996282527881	269
[men/male/women/female] offer	0.24561403508771928	228
[men/male/women/female] ofscience	0.3157894736842105	171
[men/male/women/female] ohio	0.3464566929133858	127
[men/male/women/female] omnipotence	0.37333333333333335	150
[men/male/women/female] onlooker	0.36791497975708504	1976
[men/male/women/female] opponent	0.3342284282133906	5586
[men/male/women/female] oppressor	0.056782334384858045	951
[men/male/women/female] orchid	0.1749271137026239	343
[men/male/women/female] order	0.2526464361326747	8502
[men/male/women/female] orderly	0.1484251968503937	2540
[men/male/women/female] orgy	0.2529411764705882	170
[men/male/women/female] oriental fruit	0.2892561983471074	242
[men/male/women/female] orientation	0.3531522296258329	1951
[men/male/women/female] origin	0.34036733098866745	2559
[men/male/women/female] osteoporosis	0.11623779946761313	1127
[men/male/women/female] ostrich	0.3631452581032413	1666
[men/male/women/female] out	0.38523617374792307	4213
[men/male/women/female] outlook	0.3057142857142857	350
[men/male/women/female] outmigration	0.1424731182795699	744
[men/male/women/female] overcoming	0.27976190476190477	168
[men/male/women/female] overlord	0.32098765432098764	162
[men/male/women/female] overrepresentation	0.33222591362126247	301
[men/male/women/female] package	0.26173285198555957	554
[men/male/women/female] pad	0.38461538461538464	104
[men/male/women/female] paedophile	0.29533678756476683	193
[men/male/women/female] pair bonding	0.3670212765957447	188
[men/male/women/female] pallbearer	0.3944954128440367	109
[men/male/women/female] palp	0.08318264014466546	553
[men/male/women/female] panel	0.3407960199004975	1206
[men/male/women/female] panic	0.14285714285714285	616
[men/male/women/female] pantheon	0.37174721189591076	269
[men/male/women/female] paradigm	0.297724399494311	1582
[men/male/women/female] paranoia	0.3100097181729835	1029
[men/male/women/female] parentage	0.1629746835443038	632
[men/male/women/female] parental behavior	0.1596958174904943	263
[men/male/women/female] parental care	0.10222588623248145	2426
[men/male/women/female] parental figure	0.28735632183908044	174
[men/male/women/female] parental investment	0.13161993769470404	1284
[men/male/women/female] parenting	0.2767052767052767	1554
