ID	HEADING	CLEANED	LANGUAGE	LCC	TYPE	YEAR_ADDED	YEAR_REVISED	BT	NT	SYNONYMS	YEAR_DEPRECATED	FORMER_HEADINGS	DELETION_NOTE	GENDER	GENDER_WORD
sh85135833	_Tōkaidō Shinkansen	tōkaidō shinkansen	en	None	Topic	1986	None	None	None	None	2009-11-02T13:54:22	None	This authority record has been deleted because it is covered by an identical name heading (n 2009055608).		
sh85136147	_Tørsbøl-Padborg banen	tørsbøl padborg banen	en	None	Topic	1986	None	None	None	None	2009-11-02T13:55:16	None	This authority record has been deleted because it is covered by an identical name heading (n 2009055605).		
sh85137375	_Trials (Pimps)	trials ( pimps )	en	None	Topic	2002	None	None	None	None	2010-01-15T09:04:08	None	This authority record has been deleted because the heading is covered by the subject heading {Trials (Prostitution)} (sh2002009002).		
sh85138036	_Tromsbanen	tromsbanen	en	None	Topic	1986	None	None	None	None	2009-11-02T13:56:36	None	This authority record has been deleted because it is covered by an identical name heading (n 2009055581).		
sh85139542	_Umilenīi︠e︡ T︠S︡arit︠s︡y Nebesnoĭ (Icon)	umilenīi︠e︡ t︠s︡arit︠s︡y nebesnoĭ ( icon )	en	None	Topic	1986	None	None	None	None	2010-02-01T08:41:45	None	This authority record has been deleted because the subject heading is covered by the name heading {Umilenie T︠S︡arit︠s︡y Nebesnoĭ (Icon)} (n 2009081356).		
sh85141244	_Upper mantle project	upper mantle project	en	None	Topic	1986	None	None	None	None	2013-03-12T13:48:41	None	This authority record has been deleted because it is covered by the name heading {International Upper Mantle Project} (n 2013001425).		
sh85141565	_Uspenie (Icon)	uspenie ( icon )	en	None	Topic	1986	None	None	None	None	2010-06-08T12:32:33	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081361).		
sh85141817	_Vale of Clyde Tramways	vale of clyde tramways	en	None	Topic	1986	None	None	None	None	2009-12-15T14:11:08	None	This authority record has been deleted because the subject heading is covered by the name heading {Vale of Clyde Tramways Company} (n 2009055577).		
sh85142440	_Vayu dialect	vayu dialect	en	None	Topic	1986	None	None	None	None	2009-05-08T08:07:46	None	This authority record has been deleted because the heading is covered by the subject heading {Wayu language} (sh2009003681).		
sh85142554	_Vejle-Vandel-Grindsted Jernbane	vejle vandel grindsted jernbane	en	None	Topic	1986	None	None	None	None	2009-11-02T13:57:17	None	This authority record has been deleted because it is covered by an identical name heading (n 2009055576).		
sh85142596	_Vemb-Lemvig-Thybøron Jernbane	vemb lemvig thybøron jernbane	en	None	Topic	1986	None	None	None	None	2009-11-02T13:57:42	None	This authority record has been deleted because it is covered by an identical name heading (n 2009055573).		
sh85142603	_Venceremos Brigade	venceremos brigade	en	None	Topic	1986	None	None	None	None	2015-08-12T09:54:27	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)nb2014029107		
sh85143239	_Vierdaagse (Hike)	vierdaagse ( hike )	en	None	Topic	1986	None	None	None	None	2010-01-12T17:38:48	None	This authority record has been deleted because the subject heading is covered by the name heading {Vierdaagse (Walking event)} (nb2009022967).		
sh85144964	_Wallücke-Bahn	wallücke bahn	en	None	Topic	1986	None	None	None	None	2009-11-02T13:58:10	None	This authority record has been deleted because it is covered by an identical name heading (n 2009055571).		
sh85145101	_Wantage Tramway	wantage tramway	en	None	Topic	1986	None	None	None	None	2009-11-02T13:58:37	None	This authority record has been deleted because it is covered by an identical name heading (n 2009055569).		
sh85146166	_West Branch Completion Project, Calif.	calif west branch completion project	en	None	Topic	1986	None	None	None	None	2009-03-10T08:35:00	None	This authority record has been deleted because the subject heading is covered by the name heading {California. Dept. of Water Resources. West Branch Completion Project} (n 2007058661).		
sh85146304	_Westlandsche Stoomtram	westlandsche stoomtram	en	None	Topic	1986	None	None	None	None	2009-11-02T13:59:49	None	This authority record has been deleted because it is covered by an identical name heading (n 2009055549).		
sh85147772	_Women's writings	women 's writings	en	None	Topic	1986	None	None	None	None	2016-03-04T16:51:03	None	This authority record has been deleted because the general see reference is covered by a reference on subject heading {Literature--Women authors} (DLC)sh 85077531	W	women
sh85148601	_Wreck	wreck	en	None	Topic	1986	None	None	None	None	2009-01-27T06:45:09	None	This authority record has been deleted because the heading is covered by the subject heading {Shipwrecks--Law and legislation} (sh 89005199).		
sh86000098	_Sevengill (Shark)	sevengill ( shark )	en	None	Topic	1986	None	None	None	None	2019-07-12T12:03:05	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2019034371		
sh86004506	_Special issues of periodicals	special issues of periodicals	en	None	Topic	1986	None	None	None	None	2012-07-30T13:47:55	None	This authority record has been deleted because the reference is provided as an SA reference on {Periodicals--Special numbers} (sh 86003943).		
sh86004508	_Special numbers of periodicals	special numbers of periodicals	en	None	Topic	1986	None	None	None	None	2012-07-30T13:47:55	None	This authority record has been deleted because the reference is provided as an SA reference on {Periodicals--Special numbers} (sh 86003943).		
sh86004534	_Cybele (Goddess)	cybele ( goddess )	en	None	Topic	1986	None	None	None	None	2017-10-13T11:44:10	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)no2017056567		
sh86004535	_Attis (God)	attis ( god )	en	None	Topic	1986	None	None	None	None	2019-11-20T08:03:24	None	This authority record has been deleted because the subject heading is covered by the name heading Attis (Phrygian deity) (DLC)no2019110365		
sh86005739	_Gundestrup caldron (Silverwork)	gundestrup caldron ( silverwork )	en	None	Topic	1986	None	None	None	None	2019-09-12T13:46:43	None	This authority record has been deleted because the subject heading is covered by the name heading {Gundestrup caldron} (DLC)n 2019032917		
sh86005999	_Raphael (Archangel)	raphael ( archangel )	en	None	Topic	1986	None	None	None	None	2014-04-30T11:17:01	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2014010236).		
sh86006947	_Daisy Rothschild (Giraffe)	daisy rothschild ( giraffe )	en	None	Topic	1986	None	None	None	None	2022-07-08T14:38:37	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2022015420		
sh86007816	_Elsa (Lion)	elsa ( lion )	en	None	Topic	1986	None	None	None	None	2017-12-14T12:45:19	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)nb2017020065		
sh87003917	_Video recordings for children	video recordings for children	en	None	Topic	1987	None	None	None	None	2010-01-07T13:56:25	None	This authority record has been deleted because the heading is covered by the subject heading {Children's films} (sh 85023593).		
sh87004597	_Chitarrone	chitarrone	en	None	Topic	1987	None	None	None	None	2009-03-26T08:29:58	None	{This authority record has been deleted because the heading is covered by subject heading} {Theorbo} sh 85134711.		
sh87004599	_Chitarrone music	chitarrone music	en	None	Topic	1987	None	None	None	None	2009-03-26T08:30:46	None	{This authority record has been deleted because the heading is covered by subject heading} {Theorbo music} sh 85134712.		
sh87005103	_Infant Jesus of Prague (Sculpture)	infant jesus of prague ( sculpture )	en	None	Topic	1987	None	None	None	None	2013-04-04T08:22:57	None	This authority record has been deleted because the subject heading is covered by the name heading {Infant Jesus of Prague (Statue)} (n 2013004779).		
sh87005414	_Aristodikos (Sculpture)	aristodikos ( sculpture )	en	None	Topic	1987	None	None	None	None	2013-04-04T08:22:13	None	This authority record has been deleted because the subject heading is covered by the name heading {Aristodikos kouros} (n 2013003718).		
sh87007424	_Exu	exu	en	None	Topic	1987	None	None	None	None	2024-07-19T11:26:37	None	This authority record has been deleted because the subject heading is covered by the name heading {Exu (Afro-Brazilian diety)} (DLC)no2024029217		
sh87007559	_S.E.5a (Fighter plane)	s e 5a ( fighter plane )	en	None	Topic	1987	None	None	None	None	2009-01-15T14:11:05	None	This authority record has been deleted because the heading is covered by the subject heading {S.E.5 (Fighter planes)} (sh 98000818).		
sh87020037	_Clavidae	clavidae	en	None	Topic	1987	None	None	None	None	2013-07-08T13:06:50	None	This authority record has been deleted because the heading is covered by the subject heading {Hydractiniidae} (sh 87020059).		
sh88000810	_Evil in motion pictures	evil in motion pictures	en	None	Topic	1988	None	None	None	None	2017-10-13T11:44:11	None	This authority record has been deleted because the heading is covered by the subject heading {Good and evil in motion pictures} (DLC)sh2013002286		
sh88002669	_Sterling (Seal)	sterling ( seal )	en	None	Topic	1988	None	None	None	None	2022-07-08T14:38:43	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2022015405		
sh88007061	_Dwarfs in motion pictures	dwarfs in motion pictures	en	None	Topic	2003	None	None	None	None	2017-08-14T11:53:46	None	This authority record has been deleted because the heading is covered by the subject headings {Dwarfs (Folklore) in motion pictures} (DLC)sh2017003936 and {Dwarfs (Persons) in motion pictures} (DLC)sp2017003935		
sh88007816	_Xangô (Cult)	xangô ( cult )	en	None	Topic	1988	None	None	None	None	2024-07-19T11:26:41	None	This authority record has been deleted because the subject heading is covered by the name heading {Shango (Yoruba deity)} (DLC)n 2019054718		
sh88020969	_Dolabriferidae	dolabriferidae	en	None	Topic	2003	None	None	None	None	2011-11-15T14:27:13	None	This authority record has been deleted because the heading is covered by the subject heading {Aplysiidae} (sh 88020909).		
sh88020977	_Entoconchidae	entoconchidae	en	None	Topic	1988	None	None	None	None	2018-04-16T09:48:41	None	This authority record has been deleted because the heading is covered by the subject heading {Eulimidae} (DLC)sh 88020982		
sh88021012	_Janthinidae	janthinidae	en	None	Topic	1988	None	None	None	None	2018-04-16T09:48:42	None	This authority record has been deleted because the heading is covered by the subject heading {Epitoniidae} (DLC)sh 88020980		
sh88021123	_Stiliferidae	stiliferidae	en	None	Topic	1988	None	None	None	None	2018-04-16T09:48:44	None	This authority record has been deleted because the heading is covered by the subject heading {Eulimidae} (DLC)sh 88020982		
sh88023376	_Vitrinellidae	vitrinellidae	en	None	Topic	1988	None	None	None	None	2018-04-16T09:48:45	None	This authority record has been deleted because the subject heading is covered by the subject heading {Tornidae} (DLC)sh 88021140		
sh89000988	_Cookery (Hares)	cookery ( hares )	en	None	Topic	1989	None	None	None	None	2010-06-18T12:19:28	None	This authority record has been deleted because the heading is covered by the subject heading {Cooking (Rabbit meat)} (sh 85032094)		
sh89002119	_Great Circus Parade, Milwaukee, Wis.	milwaukee great circus parade wis	en	None	Topic	1989	None	None	None	None	2012-07-30T13:47:13	None	This authority record has been deleted because the subject heading is covered by the name heading {Great Circus Parade} (n 2012033664).		
sh89002567	_Assumption (Sculpture)	assumption ( sculpture )	en	None	Topic	1989	None	None	None	None	2013-04-04T08:22:14	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2013004498).		
sh89003073	_Chongmyo (Seoul, Korea)	korea ) chongmyo ( seoul	en	None	Topic	1989	None	None	None	None	2009-11-10T14:56:56	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n2009062820).		
sh89006420	_Women, Surinamese	surinamese women	en	None	Topic	1989	None	None	None	None	2011-12-01T13:29:45	None	This authority record has been deleted because the heading is replaced by headings of the type Women--[place] for which individual subject authority records are not made.	W	women
sh90002275	_Bart (Eagle)	bart ( eagle )	en	None	Topic	1990	None	None	None	None	2022-07-08T14:38:36	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2022015388.		
sh90003195	_Harry S. Truman Memorial (Independence, Mo.)	mo ) harry s truman memorial ( independence	en	None	Topic	1990	None	None	None	None	2015-07-15T16:45:10	None	This authority record has been deleted because the subject heading is covered by the name heading {Franklin, Gilbert, 1919-2004. Harry S. Truman statue} (DLC)n 2015027037		
sh90004070	_Śulvasūtras	śulvasūtras	en	None	Topic	1990	None	None	None	None	2023-04-14T13:03:38	None	This authority record has been deleted because the subject heading is covered by the name heading {Śulbasūtras} (DLC)n 2022242689		
sh90004193	_Mackenzie Eskimos	mackenzie eskimos	en	None	Topic	1990	None	None	None	None	2022-11-30T15:24:37	None	This authority record has been deleted because the heading is covered by the subject heading {Inuvialuit} (DLC)sh 90004192		
sh90004207	_Sikh Americans	sikh americans	en	None	Topic	1990	None	None	None	None	2019-12-20T11:02:50	None	This authority record has been deleted because the heading is covered by the subject heading {Sikhs--United States} (DLC)sh 90004208		
sh90004393	_Race Across America	race across america	en	None	Topic	1990	None	None	None	None	2011-10-24T12:58:02	None	This authority record has been deleted because it is covered by an identical name authority record (no2011102856).		
sh90004978	_Authors, Cameroon	cameroon authors	en	None	Topic	1990	None	None	None	None	2011-08-29T13:06:46	None	This authority record has been deleted because it is covered by the subject heading {Authors, Cameroonian} (sh2010003851).		
sh91000605	_Posse Comitatus (Group)	posse comitatus ( group )	en	None	Topic	1991	None	None	None	None	2023-08-30T10:55:33	None	This authority record has been deleted because the subject heading is covered by the name heading {Posse Comitatus} (DLC)n 90698211		
sh91000608	_Silent Brotherhood	silent brotherhood	en	None	Topic	1991	None	None	None	None	2016-08-11T17:29:01	None	This authority record has been deleted because the heading is covered by the name heading {Order (Organization)} (DLC)n 87844924		
sh91001712	_Mexican American gays	mexican american gays	en	None	Topic	1991	None	None	None	None	2023-11-30T10:57:58	None	This authority record has been deleted because the heading is covered by the subject headings {Mexican American gay people} (DLC)sp2023002504 and {Mexican America gay men} (DLC)sp2023002505 		
sh91003035	_Kayah language	kayah language	en	None	Topic	1991	None	None	None	None	2019-05-14T08:18:45	None	This authority record has been deleted because because the heading is covered by the subject headings {Eastern Kayah language} (DLC)sh2019000792 and {Western Kayah language} (DLC)sh2019000791		
sh91005013	_Kifuliru dialect	kifuliru dialect	en	None	Topic	1991	None	None	None	None	2015-01-09T16:14:14	None	This authority record has been deleted because the heading is covered by the subject heading {Fuliiru language} (sh 91005015).		
sh92003399	_Kitano Tenjin engi (Scrolls)	kitano tenjin engi ( scrolls )	en	None	Topic	1992	None	None	None	None	2021-05-14T09:21:30	None	This authority record has been deleted because the subject heading is covered by the name heading {Kitano Tenjin engi} (DLC)n 82020253		
sh92003995	_National Women and Girls in Sports Day	national women and girls in sports day	en	None	Topic	1992	None	None	None	None	2019-12-20T11:02:49	None	This authority record has been deleted because the heading is covered by the subject heading {National Girls and Women in Sports Day} (DLC)sh 92003995	W	women
sh92004589	_Leaves as musical instruments	leaves as musical instruments	en	None	Topic	1992	None	None	None	None	2013-03-12T13:47:47	None	This authority record has been deleted because the heading is no longer valid.		
sh92004678	_Australian Open Tennis Championships, Australia	australia australian open tennis championships	en	None	Topic	1992	None	None	None	None	2015-08-26T18:41:00	None	This authority record has been deleted because the subject heading is covered by the name heading {Australian Open (Tennis tournament)} (DLC)n 2015039971		
sh92004731	_Erotic videos	erotic videos	en	None	Topic	1999	None	None	None	None	2010-01-07T13:26:23	None	This authority record has been deleted because the heading is covered by the subject heading {Erotic films} (sh 85044672).		
sh92004885	_Sports videos	sports videos	en	None	Topic	1992	None	None	None	None	2010-01-07T13:51:50	None	This authority record has been deleted because the heading is covered by the subject heading {Sports films} (sh 85126924).		
sh92005181	_Bagus (Rhinoceros)	bagus ( rhinoceros )	en	None	Topic	1992	None	None	None	None	2022-07-08T14:38:36	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2022015415		
sh92006455	_Art, Kanaq	kanaq art	en	None	Topic	1992	None	None	None	None	2017-08-14T11:53:44	None	This authority record has been deleted because the heading is covered by the subject heading {Art, Kanak} (DLC)sh 96010731		
sh92006617	_Palio Festival, Siena, Italy	siena palio festival italy	en	None	Topic	1992	None	None	None	None	2009-08-20T17:44:27	None	This authority record has been deleted because the subject heading is covered by the name heading {Palio di Siena (Festival)} (n 2009050602).		
sh92006671	_Atlases, Czech	czech atlases	en	None	Topic	1992	None	None	None	None	2017-06-08T09:30:37	None	This authority record has been deleted because the heading is covered by the subject headings {Atlases--Czechoslovakia} (DLC)sh2017003019 and {Atlases--Czech Republic} (DLC)sh2017003018		
sh93002687	_Pomba-Gira	pomba gira	en	None	Topic	1993	None	None	None	None	2024-07-19T11:26:39	None	This authority record has been deleted because the subject heading is covered by the name heading {Pomba Gira (Spirit)} (DLC) no2021033859		
sh93004011	_Grands Voiliers à Bordeaux, Bordeaux, France, 1990	bordeaux grands voiliers à bordeaux 1990 france	en	None	Topic	1993	None	None	None	None	2010-10-13T06:38:04	None	This authority record has been deleted because the subject heading is covered by the name heading {Grands Voiliers à Bordeaux (Race) (1990 : Bordeaux, France)} (n 2010055413).		
sh93005113	_National March on Washington for Lesbian and Gay Rights, Washington, D.C., 1979	washington national march on washington for lesbian and gay rights d c 1979	en	None	Topic	1993	None	None	None	None	2012-07-30T13:47:34	None	This authority record has been deleted because the subject heading is covered by the name heading {National March on Washington for Lesbian and Gay Rights} (no2006049660).		
sh93005341	_Eikona tēs Agriōtissas (Icon)	eikona tēs agriōtissas ( icon )	en	None	Topic	1993	None	None	None	None	2010-06-08T12:23:28	None	This authority record has been deleted because the subject heading is covered by the name heading {Eikona tēs Agriōtissas} (n 2009081114).		
sh93005427	_'Ndrangheta	'ndrangheta	en	None	Topic	1993	None	None	None	None	2016-08-11T17:29:00	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2016039015		
sh93005813	_National March on Washington for Lesbian and Gay Rights, Washington, D.C., 1987	washington national march on washington for lesbian and gay rights d c 1987	en	None	Topic	1993	None	None	None	None	2012-07-30T13:47:34	None	This authority record has been deleted because the subject heading is covered by the name heading {National March on Washington for Lesbian and Gay Rights} (no2006049660).		
sh93008501	_Archetypes in literature	archetypes in literature	en	None	Topic	1993	None	None	None	None	2021-05-14T09:21:25	None	This authority record has been deleted because the heading is covered by the subject heading {Archetype (Psychology) in literature} (DLC)sh 93008416		
sh94000002	_Socks (Cat)	socks ( cat )	en	None	Topic	1994	None	None	None	None	2013-12-03T10:51:08	None	This authority record has been deleted because the subject heading is covered by the name heading {Socks (Cat), 1989-2009} (no2012121347).		
sh94000545	_Robert Gould Shaw Memorial (Boston, Mass.)	mass ) robert gould shaw memorial ( boston	en	None	Topic	1994	None	None	None	None	2015-06-08T11:48:00	None	This authority record has been deleted because the subject heading is covered by the name heading {Saint-Gaudens, Augustus, 1848-1907. Robert Gould Shaw Memorial} (DLC)n 2015030564		
sh94002638	_Camorra in literature	camorra in literature	en	None	Topic	1994	None	None	None	None	2016-08-11T17:28:57	None	This authority record has been deleted because the heading is replaced by the heading {Camorra--In literature,} a heading for which a subject authority record is not made because it uses a free-floating subdivision.		
sh94003241	_Childhood in literature	childhood in literature	en	None	Topic	1994	None	None	None	None	2009-05-28T13:27:49	None	This authority record has been deleted because the heading is covered by the subject heading {Children in literature} (sh 85023534).		
sh94004441	_Creative ability in literature	creative ability in literature	en	None	Topic	1994	None	None	None	None	2015-05-08T17:06:55	None	This authority record has been deleted because it is covered by the subject heading {Creation (Literary, artistic, etc.)} (DLC)sh 85033827		
sh94004779	_Guelaguetza Festival, Oaxaca de Juárez, Mexico	oaxaca de juárez guelaguetza festival mexico	en	None	Topic	1994	None	None	None	None	2021-07-19T15:02:47	None	This authority record has been deleted because it is covered by the name heading Guelaguetza (Festival) (DLC)n 2020050124		
sh94005175	_Eremolepidaceae	eremolepidaceae	en	None	Topic	1994	None	None	None	None	2024-06-05T14:27:39	None	This authority record has been deleted because the heading is covered by the subject heading {Santalaceae} (DLC)sh 85117390		
sh94005193	_Dama de Elche (Sculpture)	dama de elche ( sculpture )	en	None	Topic	1994	None	None	None	None	2013-04-04T08:22:37	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2013003789).		
sh94005831	_Tour Du Pont (Bicycle race)	tour du pont ( bicycle race )	en	None	Topic	1994	None	None	None	None	2015-07-15T16:45:16	None	This authority record has been deleted because the subject heading is covered by the name heading {Tour DuPont (Bicycle race)} (DLC)n 2015027003		
sh94007204	_Chibi (Duck)	chibi ( duck )	en	None	Topic	1994	None	None	None	None	2022-07-08T14:38:37	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2022015402		
sh94008014	_Lesbian vampires	lesbian vampires	en	None	Topic	1994	None	None	None	None	2020-05-13T14:01:30	None	This authority record has been deleted because the heading is covered by the subject heading {Vampires} (DLC)sh 85141948		
sh94008017	_Lesbian vampires in motion pictures	lesbian vampires in motion pictures	en	None	Topic	1994	None	None	None	None	2020-05-13T14:01:30	None	This authority record has been deleted because the heading is covered by the subject heading {Vampire films} (DLC)sh 85141947		
sh94008142	_Dakhini Hindustani philology	dakhini hindustani philology	en	None	Topic	1994	None	None	None	None	2009-12-18T08:47:37	None	This authority record has been deleted because the heading is covered by the subject heading {Dakhini philology} (sh 91006329).		
sh94008380	_Prostitution in literature	prostitution in literature	en	None	Topic	1994	None	None	None	None	2015-10-28T13:05:24	None	This authority record has been deleted because it is covered by the subject heading {Prostitutes in literature} (DLC)sh 85107625		
sh94008763	_Vikalen (Angel)	vikalen ( angel )	en	None	Topic	1994	None	None	None	None	2014-07-14T11:23:16	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2014025032).		
sh94009082	_Sounds in literature	sounds in literature	en	None	Topic	1994	None	None	None	None	2013-09-05T17:28:07	None	This authority record has been deleted because the heading is covered by the subject heading {Sound in literature} (sh 94009081).		
sh94009507	_Three coronations (Tapestry)	three coronations ( tapestry )	en	None	Topic	1994	None	None	None	None	2011-09-02T07:45:28	None	This authority record has been deleted because the subject heading is covered by the name heading {Three coronations} (n 2011045852).		
sh95000402	_Internet games	internet games	en	None	Topic	1995	None	None	None	None	2023-01-23T12:01:15	None	This authority record has been deleted because the heading is covered by the subject heading {Video games} (DLC)sh 85143202		
sh95003243	_Ex-slaves of Indian tribes	ex slaves of indian tribes	en	None	Topic	2000	None	None	None	None	2023-03-08T09:10:00	None	This authority record has been deleted because the heading is covered by the subject headings {Freed persons} (DLC)sh 85051692 and [ethnic group].		
sh95004053	_Eriospermaceae	eriospermaceae	en	None	Topic	1995	None	None	None	None	2013-09-26T09:17:12	None	This authority record has been deleted because the heading is covered by the subject heading {Asparagaceae} (sh2003011151).		
sh95004396	_Tour de Trump (Bicycle race)	tour de trump ( bicycle race )	en	None	Topic	1995	None	None	None	None	2015-07-15T16:45:16	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)n 2015026995		
sh95005066	_Wilton Diptych	wilton diptych	en	None	Topic	1995	None	None	None	None	2017-07-13T14:04:29	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)no2017055262		
sh95005343	_Preakness Stakes, Baltimore, Md.	baltimore preakness stakes md	en	None	Topic	1995	None	None	None	None	2015-07-15T16:45:14	None	This authority record has been deleted because the subject heading is covered by the name heading {Preakness Stakes} (DLC)n 2015026847		
sh95005927	_Nike of Samothrace (Sculpture)	nike of samothrace ( sculpture )	en	None	Topic	1995	None	None	None	None	2013-04-04T08:23:15	None	This authority record has been deleted because the subject heading is covered by the name heading {Nike of Samothrace} (n 2013003823).		
sh95006224	_Woo (Monkey)	woo ( monkey )	en	None	Topic	1995	None	None	None	None	2022-11-14T11:33:09	None	This authority record has been deleted because the subject heading is covered by an identical name heading (DLC)no2022080175		
sh95007332	_Concentration camp tattoos	concentration camp tattoos	en	None	Topic	1995	None	None	None	None	2021-07-20T08:25:21	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camp tattoos} (DLC)sh2021004052 and {Nazi concentration camp tattoos} (DLC)sh2021004053		
sh95007525	_Zarvanyt︠s︡ʹka Bohorodyt︠s︡i︠a︡ (Icon)	zarvanyt︠s︡ʹka bohorodyt︠s︡i︠a︡ ( icon )	en	None	Topic	1995	None	None	None	None	2010-06-08T12:33:14	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081334).		
sh95007538	_Concentration camp guards	concentration camp guards	en	None	Topic	1995	None	None	None	None	2021-07-20T08:25:20	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camp guards} (DLC)sh2021004017 and {Nazi concentration camp guards} (DLC)sh2021004018		
sh95007622	_Hoshivsʹka Bohorodyt︠s︡i︠a︡ (Icon)	hoshivsʹka bohorodyt︠s︡i︠a︡ ( icon )	en	None	Topic	1995	None	None	None	None	2010-06-08T12:25:51	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081371).		
sh95008904	_Women concentration camp guards	women concentration camp guards	en	None	Topic	1995	None	None	None	None	2021-07-20T08:25:21	None	This authority record has been deleted because the heading is covered by the subject headings {Women internment camp guards} (DLC)sh2021004021 and {Women Nazi concentration camp guards} (DLC)sh2021004022	W	women
sh95010670	_General Clinton Canoe Regatta, N.Y.	n y general clinton canoe regatta	en	None	Topic	1995	None	None	None	None	2016-01-25T13:33:44	None	This authority record has been deleted because the subject heading is covered by the name heading {General Clinton Canoe Regatta} (DLC)n 2015069799		
sh96000020	_Concentration camp inmates	concentration camp inmates	en	None	Topic	1996	None	None	None	None	2021-07-20T08:25:21	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camp inmates} (DLC)sh2021004023 and {Nazi concentration camp inmates} (DLC)sh2021004024		
sh96000910	_Concentration camp commandants	concentration camp commandants	en	None	Topic	1996	None	None	None	None	2021-07-20T08:25:20	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camp commandants} (DLC)sh2021004012 and {Nazi concentration camp commandants} (DLC)sh2021004013		
sh96002917	_Non-timber forest resources	non timber forest resources	en	None	Topic	1996	None	None	None	None	2011-05-31T17:13:45	None	This authority record has been deleted because the heading is covered by the subject heading {Non-timber forest products} (sh 96002919).		
sh96005838	_Kings, queens, rulers, etc.	queens kings etc rulers	en	None	Topic	2009	None	None	None	None	2009-09-23T06:36:49	None	"This authority record is being deleted because it was mistakenly distributed as an adult subject heading with ""sh"" prefix in the LCCN. It should have been distributed as a juvenile subject heading with ""sj"" prefix in the LCCN.  The ""sj"" record has been successfully re-distributed."		
sh96006426	_Wigstock, New York, N.Y.	new york wigstock n y	en	None	Topic	1996	None	None	None	None	2012-07-30T13:48:09	None	This authority record has been deleted because the subject heading is covered by the name heading {Wigstock (Festival)} (n 2012033645).		
sh96006502	_Tambūrā (Drone lute) music	tambūrā ( drone lute ) music	en	None	Topic	1996	None	None	None	None	2009-04-02T14:28:58	None	This authority record has been deleted because the heading is covered by the subject headings {Tambūrā (Drone lute) music} (sh2009003289) and {Tambura (Fretted lute) music} (sh2009001812).		
sh96007707	_Concentration camp inmates as artists	concentration camp inmates as artists	en	None	Topic	1996	None	None	None	None	2021-07-20T08:25:21	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camp inmates as artists} (DLC)sh2021004040 and {Nazi concentration camp inmates as artists} (DLC)sh2021004041		
sh96008839	_Concentration camp inmates as musicians	concentration camp inmates as musicians	en	None	Topic	1996	None	None	None	None	2021-07-20T08:25:21	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camp inmates as musicians} (DLC)sh2021004044 and {Nazi concentration camp inmates as musicians} (DLC)sh2021004045		
sh96009730	_Vulcan Statue (Birmingham, Ala.)	ala ) vulcan statue ( birmingham	en	None	Topic	1996	None	None	None	None	2015-07-15T16:45:17	None	This authority record has been deleted because the subject heading is covered by the name heading {Moretti, Giuseppe, 1857 or 1859-1935. Vulcan} (DLC)n 2015027020		
sh96010654	_Minority gays	minority gays	en	None	Topic	1996	None	None	None	None	2023-11-30T10:57:58	None	This authority record has been deleted because the heading is covered by the subject headings {Minority gay men} (DLC)sp2023002508 and {Minority gay people} (DLC)sp2023002506		
sh96010815	_Proverbs, Ashanti	ashanti proverbs	en	None	Topic	1996	None	None	None	None	2015-12-04T07:54:24	None	This authority record has been deleted because the heading is covered by the subject heading {Proverbs, Twi} (DLC)sh 89005880		
sh96011814	_Butchers in art	butchers in art	en	None	Topic	1996	None	None	None	None	2018-06-15T15:20:45	None	This authority record has been deleted because the heading is covered by the subject headings {Butchers (Persons) in art} (DLC)2018000853 and {Butcher shops in art} (DLC) 2018000851		
sh97002203	_Women concentration camp inmates	women concentration camp inmates	en	None	Topic	1997	None	None	None	None	2021-07-20T08:25:21	None	This authority record has been deleted because the heading is covered by the subject headings {Women internment camp inmates} (DLC)sh2021004036 and {Women Nazi concentration camp inmates} (DLC)sh2021004037	W	women
